"RGN_CD","ACTC_FCLT_SN","ACTC_FCLT_SE_CD","DONG_CD","ACTC_BLDG_MNG_NO","DADDR","DSSTR_ACTC_FCLT_NM","DSSTR_ACTC_PSBLTY_TNOP","EMD_SN","ETC_CNVN_FCLT_YN","FCAR","STDG_CD","MNG_REPE_TELNO","MESE_FCTY_YN","MLMD_MNG_NO","RONA_DADDR","TELNO","WEB_GIS_LINK_YN","WEB_GIS_LINK_ADDR","BMNO","BSNO","WASU_YN","RPRSV_NM","USE_SE_CD","FRST_REG_DT","ACTC_SE_CD","LAST_MDFCN_DT","SGG_ROAD_NM","SGG_RONA_CD","SGG_NM_KORN","KORN_CTPV_NM","EMD_NM_KORN","UDGD_YN","FXNO","TLT_YN","ROAD_NM_ADDR_CD","ERQK_SHNT_YN","XCRD","YCRD","NDMS_LOT","NDMS_LAT","MNG_DEPT_CD","ACTC_FCLT_DTL_CN","ATCH_FILE_ID","MLNO_YN","LOTNO_MNO","LOTNO_SNO","DSGN_YMD","MVMN_TELNO"
"3114000000","320","001","3114062500","3114010800106870002039335","687-2","대현초등학교","173","2         ","0","450","3114010800","","1","","내진적용(본관동,별관),미적용(체육관)","052-220-1570","","","165","3","","","1","2014/05/02 10:00:30.000000000","1","2025/05/20 14:00:36.000000000","수암로","311403170032","남구","울산광역시","야음동","0","","1","3114010800106870002039335","Y","1165471.739075","1727368.492302","129.3250673592424","35.528477258641345","3700121","체육관","","0","687","2","20150306",""
"3114000000","321","001","3114063500","3114010800107620000029003","762","울산남부초등학교","610","1         ","0","1587","3114010800","","1","","내진적용(본관동),미적용(체육관,교사b동)","052-268-7010","","","11","0","","","1","2014/05/02 09:51:05.000000000","1","2024/11/05 20:39:51.000000000","야음로","311403170039","남구","울산광역시","야음동","0","","1","3114010800107620000029003","N","1165280.900396","1726780.061816","129.3228434946923","35.523206103541575","3700121","체육관","","0","762","0","20150306",""
"3114000000","322","001","3114064000","3114010900101800000000244","180","선암초등학교","171","1         ","0","446","3114010900","","1","","","052-268-2048","","","4","0","","","1","2014/05/02 10:44:40.000000000","1","2025/05/20 14:02:59.000000000","산업로325번길","311404310370","남구","울산광역시","선암동","0","","1","3114010900101800000000244","Y","1166620.855018","1725801.179881","129.337413654411","35.51416019805982","3700121","체육관","","0","180","0","20150306",""
"3114000000","334","001","3114064000","3114010900102260004021089","559-11","개운초등학교","200","1         ","0","566","3114010900","","1","","내진적용(본관동),미적용(체육관)","052-240-9900","","","28","6","","","1","2014/05/02 10:21:35.000000000","1","2025/05/30 16:13:06.000000000","두왕로106번길","311404310219","남구","울산광역시","선암동","0","","1","3114010900102260004021089","Y","1164291.404496","1725668.137375","129.31171021995445","35.51334968227332","3700121","체육관","","0","559","11","20150306",""
"3114000000","308","001","3114053000","3114010400105920002011019","592-2","울산중앙초등학교","288","1         ","0","750","3114010400","","1","","내진적용(체육관), 교사동 3동 내진미적용","052-272-3548","","","34","0","","","1","2014/05/02 09:49:30.000000000","1","2024/11/05 15:02:24.000000000","돋질로91번길","311404310211","남구","울산광역시","신정동","0","","1","3114010400105920002011019","Y","1164552.19885","1728840.37945","129.31522876416645","35.54189508056049","3700121","체육관","","0","592","2","20150306",""
"3114000000","335","018","3114062500","3114010800105770006040304","577-6","도산노인복지관","91","1         ","0","239","3114010800","","1","","","052-226-6962","","","4","0","","","1","2014/04/14 14:57:44.000000000","1","2024/11/05 20:37:03.000000000","대암로129번길","311404310107","남구","울산광역시","야음동","0","","1","3114010800105770006040304","Y","1165912.9742","1727529.6943","129.32996473395949","35.52985628929509","3700121","강당","","0","577","6","20150306",""
"4313000000","128","001","4313055000","4313010600116710000007787","1671","용산초등학교","2545","1         ","0","6618","4313010600","043-850-8374","1","","","043-850-5931","","","109","0","1","이*복","1","2011/11/18 11:19:40.000000000","1","2025/05/26 11:12:37.000000000","남산로","431303238008","충주시","충청북도","","0","","1","4313010600116710000007787","N","1039545.501323","1885006.13413","127.94423255415578","36.962649507107386","4390268","본관","F_000000000006020232","0","1671","0","20190627","043-847-1550"
"4313000000","130","001","4313062500","4313011600108220000017401","822","탄금중학교","159","1         ","0","414","4313011600","043-850-8934","1","","강당-내진설계","043-850-5931","","","56","0","1","육*일","1","2011/11/18 11:17:55.000000000","1","2025/05/27 17:54:02.000000000","우륵로","431303238050","충주시","충청북도","","0","","1","4313011600108220000017401","Y","1037346.54725","1887400.379999","127.91964980450919","36.9843216271905","4390268","다목적 교실","F_000000000006020570","0","822","0","20190627","043-857-0584"
"4313000000","132","018","4313033500","4313033021102410000041710","241-0","대소원면사무소","572","2         ","","1488","4313033521","043-850-8244","1","","면사무소","043-850-5931","","","29","0","1","조*연","1","2014/02/18 10:16:50.000000000","1","2025/05/24 19:41:24.000000000","대소원1길","431304514292","충주시","충청북도","대소원면","0","","1","4313033021102410000041715","N","1028299.66803","1886641.038529","127.81796642359105","36.977792498773255","4390268","본관","","0","241","0","20190627","043-850-2333"
"4313000000","134","007","4313038500","4313038021101860000054863","186-0","중앙탑농업협동조합","38","1         ","","99","4313038521","043-855-0811","1","","","043-850-5934","","","219","0","","","0","2011/11/18 11:16:10.000000000","1","2024/04/26 10:06:26.000000000","중앙탑길","431304515294","충주시","충청북도","가금면","0","","1","4313038021101860000054863","N","1031894.714569","1892116.189655","127.85859030576559","37.02703182647539","4390219","본관","","0","186","0","20190627",""
"4313000000","136","002","4313040000","4313040021111270003061681","1128-9","동량면 대모천마을회관","48","1         ","0","123","4313040021","043-850-2396","1","","","043-850-5931","","","39","0","1","서*일","1","2014/02/18 10:32:19.000000000","1","2025/05/24 19:44:39.000000000","대모천길","431304514286","충주시","충청북도","동량면","0","","1","4313040021111270003061681","N","1042402.45005","1894318.6466","127.97684899350782","37.04646911982349","4390268","마을회관","","0","1128","9","20190627","043-851-5107"
"3611000000","197","002","3611038000","4473036026102170001009246","송곡2리마을회관","송곡2리 마을회관","25","1         ","0","66","3611038026","","1","","","","","","11","1","","이*성","0","2014/02/05 15:27:50.000000000","1","2018/08/29 09:29:46.000000000","능골길","361104574079","","세종특별자치시","전동면","0","","1","4473036026102170001009246","N","","","","","","","","0","217","1","","011-9816-1212"
"3611000000","198","002","3611038000","4473036027101350000009539","","송정1리 마을회관","25","1         ","0","65","3611038027","","1","","","","","","60","0","","박*환","0","2013/09/27 15:41:55.000000000","1","2018/08/29 09:29:46.000000000","상소골길","361104574569","","세종특별자치시","전동면","0","","1","4473036027101350000009539","N","","","","","","","","0","135","0","","010****7375"
"3611000000","199","002","3611038000","4473036027102400001009831","","송정2리 마을회관","25","1         ","0","65","3611038027","","1","","","","","","11","0","","박*대","0","2013/09/27 15:41:50.000000000","1","2018/08/29 09:29:46.000000000","사장골길","361104574229","","세종특별자치시","전동면","0","","1","4473036027102400001009831","N","","","","","","","","0","240","1","","011-492-1086"
"3611000000","200","002","3611036000","4473032024101080006014320","108-6","고복1리마을회관","18","1         ","0","48","3611036024","044-301-5743","1","","","044-301-5743","","","1061","0","","홍*일","1","2013/09/27 15:41:40.000000000","1","2025/11/13 17:30:37.000000000","도신고복로","361103015019","","세종특별자치시","연서면","0","","1","4473032024101080006014320","N","978363.726919","1845241.295047","127.25807701173561","36.604764543217684","5690373","본관","","0","108","6","20170411","010****0388"
"3611000000","201","002","3611038000","4473036029102310002005037","218-7","미곡1리 마을회관","30","1         ","0","80","3611038029","044-300-4565","1","","","044-301-5944","","","946","2","","김*성","1","2013/09/27 15:41:35.000000000","1","2024/09/15 14:59:08.000000000","지곡길","361104574484","","세종특별자치시","전동면","0","","1","4473036029102180007006281","N","974957.039183","1851890.748541","127.21976900088788","36.664625136985975","5690373","본관","","0","218","7","20170411","010****3690"
"3611000000","202","002","3611038000","4473036029101440001005734","미곡2리마을회관","미곡2리 마을회관","30","2         ","0","80","3611038029","","1","","","","","","73","0","","신*복","0","2014/02/05 15:27:00.000000000","1","2018/08/29 09:29:46.000000000","모산고개길","361104574150","","세종특별자치시","전동면","0","","1","4473036029101440001005734","N","","","","","","","","0","144","1","","010****7861"
"3611000000","203","002","3611038000","4473036030103180007008021","송성1리마을회관","송성1리 마을회관","28","1         ","0","75","3611038030","","1","","","","","","16","0","","임*주","0","2014/02/05 15:26:25.000000000","1","2018/08/29 09:29:46.000000000","수회길","361104574334","","세종특별자치시","전동면","0","","1","4473036030103180007008021","N","","","","","","","","0","318","7","","011-427-2883"
"3611000000","204","002","3611038000","4473036030100520001006541","","송성2리 마을회관","26","1         ","0","70","3611038030","","1","","","","","","15","0","","황*서","0","2013/09/27 15:41:20.000000000","1","2018/08/29 09:29:46.000000000","성곡잿말길","361104574302","","세종특별자치시","전동면","0","","1","4473036030100520001006541","N","","","","","","","","0","133","1","","011-9818-2813"
"3611000000","207","002","3611038000","4473036031101740000006978","","심중2리 마을회관","26","1         ","0","70","3611038031","010****","1","","","010****","","","33","1","","김*남","0","2013/10/10 17:06:19.000000000","1","2018/08/29 09:29:46.000000000","덕용골길","361104574097","","세종특별자치시","전동면","0","","1","4473036031101740000006978","N","","","","","","","","0","173","0","",""
"3611000000","208","003","3611037000","4473035031101890001001608","","관정3리 상대부경로당","26","1         ","0","70","3611037027","010****","1","","","010****","","","32","0","","최*영","0","2013/10/11 13:26:14.000000000","1","2018/08/29 09:29:46.000000000","상대부길","361104574248","","세종특별자치시","전의면","0","","1","4473035031101890001001608","N","","","","","","","","0","189","1","",""
"3611000000","209","003","","4473035039101360000011216","","금사리 경로당","23","1         ","0","60","3611037034","010****","1","","","010****","","","14","0","","김*수","0","2013/10/11 13:25:49.000000000","1","2018/08/29 09:29:46.000000000","금사길","361104574050","","세종특별자치시","전의면","0","","1","4473035039101360000011216","N","","","","","","","","0","136","0","",""
"3611000000","210","003","3611037000","4473035026105990002004602","","유천리 양안이경로당","19","1         ","0","50","3611037026","010****","1","","","010****","","","14","1","","양*석","0","2013/10/11 13:25:24.000000000","1","2018/08/29 09:29:46.000000000","양안이길","361104574369","","세종특별자치시","전의면","0","","1","4473035026105990002004602","N","","","","","","","","0","599","2","",""
"3611000000","211","003","3611037000","4473035031104510011010743","451-11","관정1리 군량골경로당","25","1         ","0","65","3611037027","010****5154","1","","","044-301-584","","","48","0","1","","1","2013/10/11 13:25:04.000000000","1","2025/11/26 10:55:57.000000000","군량골길","361104574043","","세종특별자치시","전의면","0","044-301-5829","1","4473035031104510011010743","N","973409.047859","1855916.757368","127.2023073363507","36.70087674551385","5690373","본관","","0","451","11","20170411","010****5542"
